Namespace,Code,Interaction,Communication,Process,Effort,,,,,,,,,,,,,,,,,,,
NegligenceManager,"public void DisplayNegligence()
{
    negligenceHolder.gameObject.SetActive(true);
}",0.00,0.00,2.00,0.01,,,,,,,,,,,,,,,,,,,
NegligenceManager,"public void OnIgnoreButtonClicked()
{
    try
    {
        environmentManager.Change_Negligence(currentDisplayingNegligence.negligence_ignore);
        CloseNegligence();

        saveManager.SaveStartMainCallback();
    }
    catch (Exception ex)
    {
        if (isApiReportingEnabled)
        {
            OnExceptionDto dto = new(lastLocalSave: saveManager.GetLocalLastSave(), whereExceptionThrownScriptName: ""NegligenceManager"", whereExceptionThrownFunctionName: ""OnIgnoreButtonClicked"", exceptionMessage: ex.Message);

            StartCoroutine(playerAuthManager.SaveExceptionToServer(dto));
            StartCoroutine(DisableApiExceptionReporting());
        }

        CloseNegligence();
    }
}",2.00,0.00,11.00,0.50,,,,,,,,,,,,,,,,,,,
NegligenceManager,"public void OnTakeActionButtonClicked()
{
    try
    {
        if (resourceManager.TryConsumeYP(currentDisplayingNegligence.intervention_cost))
        {
            environmentManager.Change_Negligence(currentDisplayingNegligence.negligence_warn);
        }
        CloseNegligence();

        saveManager.SaveStartMainCallback();
    }
    catch (Exception ex)
    {
        if (isApiReportingEnabled)
        {
            OnExceptionDto dto = new(lastLocalSave: saveManager.GetLocalLastSave(), whereExceptionThrownScriptName: ""NegligenceManager"", whereExceptionThrownFunctionName: ""OnTakeActionButtonClicked"", exceptionMessage: ex.Message);

            StartCoroutine(playerAuthManager.SaveExceptionToServer(dto));
            StartCoroutine(DisableApiExceptionReporting());
        }

        CloseNegligence();
    }
}",2.00,0.00,13.00,0.50,,,,,,,,,,,,,,,,,,,
NegligenceManager,"public void CloseNegligence()
{
    negligenceHolder.gameObject.SetActive(false);
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
NegligenceManager,"private IEnumerator CitizenNegligenceCheckMainLoop()
{
    // guided tutorial check
    // does not start while guided tutorial is ongoing
    while (guidedTutorialManager.GetIsTutorialOngoing())
    {
        yield return new WaitForSeconds(13.0f);
    }

    // at start
    yield return new WaitForSeconds(1.5f * 60.0f);
    DetermineNegligenceTypeAndFindBuilding_Display();

    // else other normal check
    while (true)
    {
        var rand = UnityEngine.Random.Range(-25, 45);
        yield return new WaitForSeconds((3 * 60.0f) + rand);

        DetermineNegligenceTypeAndFindBuilding_Display();
    }
}",0.00,0.00,6.00,0.60,,,,,,,,,,,,,,,,,,,
NegligenceManager,"private IEnumerator DisableApiExceptionReporting()
{
    yield return new WaitForSeconds(5);

    isApiReportingEnabled = false;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
NegligenceManager,"public string GetCorrectLangugeString_GetCorrectLevelText()
{
    var currentLocaleCode = LocalizationSettings.SelectedLocale.Identifier.Code;

    switch (currentLocaleCode)
    {
        // LANGUAGE
        case ""en"": return ""Level"";
        case ""zh"": return ""等级"";
        case ""fr"": return ""Niveau"";
        case ""de"": return ""Ebene"";
        case ""ru"": return ""уровень"";
        case ""es"": return ""Nivel"";
        case ""tr"": return ""Seviye"";

        default: return ""Level"";
    };
}",0.00,0.00,2.00,0.10,,,,,,,,,,,,,,,,,,,
PlayerGameSettings,"private void Awake()
{
    if (Instance == null)
    {
        Instance = this;
    }
    else if (Instance != this)
    {
        Destroy(gameObject);
    }
}",0.00,0.00,3.00,0.01,,,,,,,,,,,,,,,,,,,
PlayerGameSettings,"    private void Start()
    {
        LoadSettingsOnStart();

#if UNITY_EDITOR
#else
        Application.targetFrameRate = 30;
#endif
    }",0.00,0.00,3.00,0.10,,,,,,,,,,,,,,,,,,,
PlayerGameSettings,"public bool CheckIsSettingsLoaded()
{
    return _isSettingsLoaded;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
PlayerGameSettings,"public Dictionary<string, bool> GetAllSettings()
{
    return new()
    {
        {""_music"", _music},
        {""_shadow"", _shadow},
        {""_camTilt"", _camTilt},
        {""_lessNotifications"", _lessNotifications},
        {""_quality"", _quality}
    };
}",0.00,0.00,1.00,0.10,,,,,,,,,,,,,,,,,,,
PlayerGameSettings,"private void SaveToLocalAfterSettingCahnge()
{
    Dictionary<string, bool> dict = new()
    {
        {""_music"", _music},
        {""_shadow"", _shadow},
        {""_camTilt"", _camTilt},
        {""_lessNotifications"", _lessNotifications},
        {""_quality"", _quality}
    };

    var jsonStr = JsonConvert.SerializeObject(dict);
    System.IO.File.WriteAllText(Application.persistentDataPath + ""/settings.json"", jsonStr, encoding: Encoding.UTF8);
}",0.00,0.00,5.00,0.50,,,,,,,,,,,,,,,,,,,
PlayerGameSettings,"public bool GetCameraTilt()
{
    return _camTilt;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
PlayerGameSettings,"public bool GetLessNotifications()
{
    return _lessNotifications;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
Population,"private void Awake()
{
    if (Instance == null)
    {
        Instance = this;
    }
    else if (Instance != this)
    {
        Destroy(gameObject);
    }

    buildingInfo = BuildingInfo.Instance;
    buildingsManager = BuildingsManager.Instance;

}",0.00,0.00,4.00,0.01,,,,,,,,,,,,,,,,,,,
Population,"void Start()
{
    currentPopCap = 0;
    percentIncrease = 0;
    valueIncrease = 0;
    //StartCoroutine(CalculatePopulationMainLoop());
    //StartCoroutine(CalculatePopCapMainLoop());
}",0.00,0.00,2.00,0.02,,,,,,,,,,,,,,,,,,,
Population,"public int GetCurrentPop()
{
    return currentPop;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
Population,"public int GetCurrentVisualPopCap()
{
    return currentVisualVersionPopCap;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
Population,"public int GetCurrentPopCap()
{
    return currentPopCap;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
Population,"public int GetPercentIncrease()
{
    return percentIncrease;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
Population,"public int GetValueIncrease()
{
    return valueIncrease;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
Population,public void SetPop(int pop) { currentPop = pop; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
Population,public void SetPopCap(int popCap) { currentPopCap = popCap; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
Population,public void SetVisualPopCap(int visualPopCap) { currentVisualVersionPopCap = visualPopCap; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
Population,"IEnumerator CalculatePopulationMainLoop()
{
    while (true)
    {
        var placedObject_Dones = buildingsManager.GetBuildingsList();
        var tempPopToChange = 0;
        foreach (var building in placedObject_Dones)
        {
            var code = building.getPlacedObjectTypeSO().kod;
            Root root = buildingInfo.QByKod(code);
            if (root == null) { continue; }

            // check if building bring people to town
            var list = root.OnFinish.PP;
            var listCount = list.Count;
            if (list == null) { continue; }

            var buildingLvl = building.getBuildingLevel();
            if (listCount < buildingLvl) { continue; }
            tempPopToChange += list[buildingLvl];
        }
        currentPop = tempPopToChange;
        yield return new WaitForSeconds(5.7f);
    }
}",0.00,0.00,13.00,2.00,,,,,,,,,,,,,,,,,,,
RawResource,"private void Awake()
{
    if (Instance == null)
    {
        Instance = this;
    }
    else if (Instance != this)
    {
        Destroy(gameObject);
    }
}",0.00,0.00,2.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"private void Start()
{
    environment = EnvironmentManager.Instance;
    buildingInfo = BuildingInfo.Instance;
    marketplace = Marketplace.Instance;
    displayError = DisplayError.Instance;
    saveManager = SaveManager.Instance;
}",0.00,0.00,5.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getYp() { return yp; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getYpCap() { return ypCap; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool increaseYp(double amount)
{
    if (yp + amount <= ypCap)
    {
        yp += amount;
        return true;
    }
    else
    {
        if (yp < ypCap)
        {
            yp = ypCap;
        }
        return false;
    }
}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,public void increaseYp_BypassCapacity(double amount) { yp += amount; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool decreaseYp(double amount)
{
    if (checkDecreasePossible(yp, amount))
    {
        yp -= amount;
        return true;
    }
    return false;
}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,"public void increaseYpCap(double amount)
{
    ypCap += amount;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getYCoin() { return yCoin; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getYCoinCap() { return yCoinCap; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool increaseYCoin(double amount)
{
    if (yCoin + amount <= yCoinCap)
    {
        yCoin += amount;
        return true;
    }
    else
    {
        if (yCoin < yCoinCap)
        {
            yCoin = yCoinCap;
        }
        return false;
    }
}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,public void increaseYCoin_BypassCapacity(double amount) { yCoin += amount; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool decreaseYCoin(double amount)
{
    if (checkDecreasePossible(yCoin, amount))
    {
        yCoin -= amount;
        return true;
    }
    return false;

}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,"public void increaseYCoinCap(double amount)
{
    yCoinCap += amount;
}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,public double getCement() { return cement; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getCementCap() { return cementCap; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool increaseCement(double amount)
{
    if (cement + amount <= cementCap)
    {
        cement += amount;
        return true;
    }
    else
    {
        if (cement < cementCap)
        {
            cement = cementCap;
        }
        return false;
    }
}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,public void increaseCement_BypassCapacity(double amount) { cement += amount; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool decreaseCement(double amount)
{
    if (checkDecreasePossible(cement, amount))
    {
        cement -= amount;
        return true;
    }
    return false;

}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,"public void increaseCementCap(double amount)
{
    cementCap += amount;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getWire() { return wire; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getWireCap() { return wireCap; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool increaseWire(double amount)
{
    if (wire + amount <= wireCap)
    {
        wire += amount;
        return true;
    }
    else
    {
        if (wire < wireCap)
        {
            wire = wireCap;
        }
        return false;
    }
}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,public void increaseWire_BypassCapacity(double amount) { wire += amount; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool decreaseWire(double amount)
{
    if (checkDecreasePossible(wire, amount))
    {
        wire -= amount;
        return true;
    }
    return false;

}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,"public void increaseWireCap(double amount)
{
    wireCap += amount;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getMechanicalPart() { return mechanicalPart; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getMechanicalPartCap() { return mechanicalPartCap; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool increaseMechanicalPart(double amount)
{
    if (mechanicalPart + amount <= mechanicalPartCap)
    {
        mechanicalPart += amount;
        return true;
    }
    else
    {
        if (mechanicalPart < mechanicalPartCap)
        {
            mechanicalPart = mechanicalPartCap;
        }
        return false;
    }
}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,public void increaseMechanicalPart_BypassCapacity(double amount) { mechanicalPart += amount; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool decreaseMechanicalPart(double amount)
{
    if (checkDecreasePossible(mechanicalPart, amount))
    {
        mechanicalPart -= amount;
        return true;
    }
    return false;

}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,"public void increaseMechanicalPartCap(double amount)
{
    mechanicalPartCap += amount;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getChemical() { return chemical; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getChemicalCap() { return chemicalCap; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool increaseChemical(double amount)
{
    if (chemical + amount <= chemicalCap)
    {
        chemical += amount;
        return true;
    }
    else
    {
        if (chemical < chemicalCap)
        {
            chemical = chemicalCap;
        }
        return false;
    }
}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,public void increaseChemical_BypassCapacity(double amount) { chemical += amount; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool decreaseChemical(double amount)
{
    if (checkDecreasePossible(chemical, amount))
    {
        chemical -= amount;
        return true;
    }
    return false;

}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,"public void increaseChemicalCap(double amount)
{
    chemicalCap += amount;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getFood() { return food; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,public double getFoodCap() { return foodCap; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool increaseFood(double amount)
{
    if (food + amount <= foodCap)
    {
        food += amount;
        return true;
    }
    else
    {
        if (food < foodCap)
        {
            food = foodCap;
        }
        return false;
    }
}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,public void increaseFood_BypassCapacity(double amount) { food += amount; },0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool decreaseFood(double amount)
{
    if (checkDecreasePossible(food, amount))
    {
        food -= amount;
        return true;
    }
    return false;

}",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,"public void increaseFoodCap(double amount)
{
    foodCap += amount;
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"private bool checkDecreasePossible(double currentlyHave, double decAmount) { return currentlyHave - decAmount >= 0 ? true : false; }",0.00,0.00,3.00,0.10,,,,,,,,,,,,,,,,,,,
RawResource,"public bool TryReduceFirstConstructionOrUpgradeCost(PlacedObject_Done plcd)
{
    REQC svK = GetNextLvlReqForBuildings(plcd);
    var lvl = plcd.getBuildingLevel();

    var reqcYp = svK.Gm;
    var ypCost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcYp.InitialValue, reqcYp.Coefficients), lvl);

    var reqcCementcost = svK.Cement;
    var cementcost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcCementcost.InitialValue, reqcCementcost.Coefficients), lvl);

    var reqcWireCost = svK.Electronic;
    var wirecost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcWireCost.InitialValue, reqcWireCost.Coefficients), lvl);

    var reqcChemCost = svK.Chemical;
    var chemicalcost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcChemCost.InitialValue, reqcChemCost.Coefficients), lvl);

    var reqcMechCost = svK.Mechanic;
    var mechPartcost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcMechCost.InitialValue, reqcMechCost.Coefficients), lvl);

    return TryReduceCost(ypCost, cementcost, wirecost, mechPartcost, chemicalcost);
}",0.00,0.00,16.00,1.00,,,,,,,,,,,,,,,,,,,
RawResource,"public bool TryReduceFirstConstructionOnly(PlacedObjectTypeSO plcd_so)
{
    REQC svK = GetNextLvlReqForBuildings(plcd_so);
    var lvl = 0;

    var reqcYp = svK.Gm;
    var ypCost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcYp.InitialValue, reqcYp.Coefficients), lvl);

    var reqcCementcost = svK.Cement;
    var cementcost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcCementcost.InitialValue, reqcCementcost.Coefficients), lvl);

    var reqcWireCost = svK.Electronic;
    var wirecost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcWireCost.InitialValue, reqcWireCost.Coefficients), lvl);

    var reqcChemCost = svK.Chemical;
    var chemicalcost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcChemCost.InitialValue, reqcChemCost.Coefficients), lvl);

    var reqcMechCost = svK.Mechanic;
    var mechPartcost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcMechCost.InitialValue, reqcMechCost.Coefficients), lvl);

    return TryReduceCost(ypCost, cementcost, wirecost, mechPartcost, chemicalcost);
}",0.00,0.00,16.00,1.00,,,,,,,,,,,,,,,,,,,
RawResource,"public bool TryUseTechFoodCheck(double cfValue, int tick = 1)
{
    var reductionFoodAmount = cfValue * tick;
    var hasEnoughFood = reductionFoodAmount <= food;

    return hasEnoughFood;
}",0.00,0.00,3.00,0.20,,,,,,,,,,,,,,,,,,,
RawResource,"public bool TryUseTechFood(double cfValue, int tick = 1)
{
    var reductionFoodAmount = cfValue * tick;
    var hasEnoughFood = reductionFoodAmount <= food;

    if (hasEnoughFood)
    {
        food -= reductionFoodAmount;
        return true;
    }
    else
    {
        return false;
    }
}",0.00,0.00,4.00,0.10,,,,,,,,,,,,,,,,,,,
RawResource,"public bool CheckIfEnoughResAvailableHELPER_yp(PlacedObject_Done plcd)
{
    var kod = plcd.getPlacedObjectTypeSO().kod;
    var lvl = plcd.getBuildingLevel();

    Root root = buildingInfo.QByKod(kod);
    var reqcYp = root.OnInit.REQC.Gm;

    var ypCost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcYp.InitialValue, reqcYp.Coefficients), lvl);

    return checkDecreasePossible(yp, ypCost);
}",0.00,0.00,8.00,0.30,,,,,,,,,,,,,,,,,,,
RawResource,"public bool CheckIfEnoughResAvailableHELPER_cement(PlacedObject_Done plcd)
{
    var kod = plcd.getPlacedObjectTypeSO().kod;
    var lvl = plcd.getBuildingLevel();

    Root root = buildingInfo.QByKod(kod);
    var reqcCementcost = root.OnInit.REQC.Cement;
    var cementcost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcCementcost.InitialValue, reqcCementcost.Coefficients), lvl);

    return checkDecreasePossible(cement, cementcost);
}",0.00,0.00,8.00,0.30,,,,,,,,,,,,,,,,,,,
RawResource,"public bool CheckIfEnoughResAvailableHELPER_wire(PlacedObject_Done plcd)
{
    var kod = plcd.getPlacedObjectTypeSO().kod;
    var lvl = plcd.getBuildingLevel();

    Root root = buildingInfo.QByKod(kod);
    var reqcWireCost = root.OnInit.REQC.Electronic;
    var wirecost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcWireCost.InitialValue, reqcWireCost.Coefficients), lvl);

    return checkDecreasePossible(wire, wirecost);
}",0.00,0.00,8.00,0.30,,,,,,,,,,,,,,,,,,,
RawResource,"public bool CheckIfEnoughResAvailableHELPER_chemical(PlacedObject_Done plcd)
{
    var kod = plcd.getPlacedObjectTypeSO().kod;
    var lvl = plcd.getBuildingLevel();

    Root root = buildingInfo.QByKod(kod);
    var reqcChemCost = root.OnInit.REQC.Chemical;
    var chemicalcost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcChemCost.InitialValue, reqcChemCost.Coefficients), lvl);

    return checkDecreasePossible(chemical, chemicalcost);
}",0.00,0.00,8.00,0.30,,,,,,,,,,,,,,,,,,,
RawResource,"public bool CheckIfEnoughResAvailableHELPER_mechPart(PlacedObject_Done plcd)
{
    var kod = plcd.getPlacedObjectTypeSO().kod;
    var lvl = plcd.getBuildingLevel();

    Root root = buildingInfo.QByKod(kod);
    var reqcMechCost = root.OnInit.REQC.Mechanic;
    var mechPartcost = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(reqcMechCost.InitialValue, reqcMechCost.Coefficients), lvl);

    return checkDecreasePossible(mechanicalPart, mechPartcost);
}",0.00,0.00,8.00,0.30,,,,,,,,,,,,,,,,,,,
RawResource,"public bool CheckIfEnoughResAvailableHELPER_yp(double amount)
{
    return checkDecreasePossible(yp, amount);
}",0.00,0.00,2.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool CheckIfEnoughResAvailableHELPER_cement(double amount)
{
    return checkDecreasePossible(cement, amount);
}",0.00,0.00,2.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool CheckIfEnoughResAvailableHELPER_wire(double amount)
{
    return checkDecreasePossible(wire, amount);
}",0.00,0.00,2.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool CheckIfEnoughResAvailableHELPER_chemical(double amount)
{
    return checkDecreasePossible(chemical, amount);
}",0.00,0.00,2.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool CheckIfEnoughResAvailableHELPER_mechPart(double amount)
{
    return checkDecreasePossible(mechanicalPart, amount);
}",0.00,0.00,2.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool Tech_CheckIfEnoughResAvailableHELPER_cement(int cement_t)
{
    return checkDecreasePossible(cement, cement_t);
}",0.00,0.00,2.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool Tech_CheckIfEnoughResAvailableHELPER_wire(int wire_t)
{
    return checkDecreasePossible(wire, wire_t);
}",0.00,0.00,2.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool Tech_CheckIfEnoughResAvailableHELPER_chemical(int chemical_t)
{
    return checkDecreasePossible(chemical, chemical_t);
}",0.00,0.00,2.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool Tech_CheckIfEnoughResAvailableHELPER_mechPart(int mechPart_t)
{
    return checkDecreasePossible(mechanicalPart, mechPart_t);
}",0.00,0.00,2.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public REQC GetNextLvlReqForBuildings(PlacedObject_Done plcd)
{
    var kod = plcd.getPlacedObjectTypeSO().kod;

    //Debug.Log(kod);
    Root root = buildingInfo.QByKod(kod);
    return root.OnInit.REQC;
}",0.00,0.00,4.00,0.10,,,,,,,,,,,,,,,,,,,
RawResource,"public REQC GetNextLvlReqForBuildings(PlacedObjectTypeSO plcd_so)
{
    var kod = plcd_so.kod;

    Root root = buildingInfo.QByKod(kod);
    return root.OnInit.REQC;
}",0.00,0.00,3.00,0.10,,,,,,,,,,,,,,,,,,,
RawResource,"public void IncreaseResourcesOnChargeback(float ypCost = 0, float cementCost = 0, float wireCost = 0, float mechanicalPartCost = 0, float chemicalCost = 0)
{
    increaseYp_BypassCapacity(ypCost);
    increaseCement_BypassCapacity(cementCost);
    increaseWire_BypassCapacity(wireCost);
    increaseMechanicalPart_BypassCapacity(mechanicalPartCost);
    increaseChemical_BypassCapacity(chemicalCost);
}",0.00,0.00,5.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,"public bool IncreaseFood()
{
    return increaseFood(1);
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public bool TryConsumeFood(double amount, int tick = 1)
{
    if (amount == null || amount == 0.0) { return true; }

    return decreaseFood(tick * (amount / 3600.0));
}",0.00,0.00,2.00,0.02,,,,,,,,,,,,,,,,,,,
RawResource,"public bool TryConsumeYP(double amount)
{
    return decreaseYp(amount);
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
RawResource,"public void IncreaseRawResourceCapForLoadVersion(PlacedObject_Done placedObject_Done)
{
    var kod = placedObject_Done.getPlacedObjectTypeSO().kod;
    Root root = buildingInfo.QByKod(kod);

    if (root == null || !root.Identifiers.BuildingAttributes.Contains(""STRG"")) { return; }

    var buildingLvl = placedObject_Done.getBuildingLevel();

    var strg_tmp = root.ExtraSpecial?.StorageProvided;
    if (strg_tmp == null) { return; }

    var cementStrgCap = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(strg_tmp.Provide_Cement.InitialValue, strg_tmp.Provide_Cement.Coefficients), buildingLvl);
    var wireStrgCap = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(strg_tmp.Provide_Electronic.InitialValue, strg_tmp.Provide_Electronic.Coefficients), buildingLvl);
    var chemStrgCap = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(strg_tmp.Provide_Chemical.InitialValue, strg_tmp.Provide_Chemical.Coefficients), buildingLvl);
    var mechStrgCap = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(strg_tmp.Provide_Mechanic.InitialValue, strg_tmp.Provide_Mechanic.Coefficients), buildingLvl);
    var foodStrgCap = BuildingInfo.ApplyFunction(new BuildingInfo.GameVariableFunctionModel(strg_tmp.Provide_Food.InitialValue, strg_tmp.Provide_Food.Coefficients), buildingLvl);

    IncreaseRawResourceCap(cementStrgCap, wireStrgCap, chemStrgCap, mechStrgCap, foodStrgCap);
}",0.00,0.00,14.00,1.00,,,,,,,,,,,,,,,,,,,
RawResource,"public void IncreaseRawResourceCap(int cement, int electronic, int chem, int mech, int food)
{
    increaseCementCap(cement);
    increaseWireCap(electronic);
    increaseChemicalCap(chem);
    increaseMechanicalPartCap(mech);
    increaseFoodCap(food);
}",0.00,0.00,5.00,0.10,,,,,,,,,,,,,,,,,,,
RawResource,"public void IncreaseRawResources_BypassCapacity(double cement = 0, double wire = 0, double chemical = 0, double mechPart = 0, double yc = 0)
{

    increaseCement_BypassCapacity(cement);
    increaseWire_BypassCapacity(wire);
    increaseChemical_BypassCapacity(chemical);
    increaseMechanicalPart_BypassCapacity(mechPart);

    increaseYCoin_BypassCapacity(yc);
    return;
}",0.00,0.00,5.00,0.10,,,,,,,,,,,,,,,,,,,
RawResource,"public void AddRawResourcesOnLeaderLevelUp_BypassCapacity(LeaderLvlBonus bonus)
{
    increaseCement_BypassCapacity(bonus.allResources);
    increaseWire_BypassCapacity(bonus.allResources);
    increaseChemical_BypassCapacity(bonus.allResources);
    increaseMechanicalPart_BypassCapacity(bonus.allResources);

    increaseYp_BypassCapacity(bonus.greenMoney);
    return;
}",0.00,0.00,5.00,0.10,,,,,,,,,,,,,,,,,,,
RawResource,"public IEnumerator FullResourcesOnFirstTimeWarehouseBuild()
{
    yield return new WaitForSeconds(.3f);

    // resource amounts can be greater than capacity
    // in that case do nothing

    if (cement < cementCap) { cement = cementCap; }
    if (wire < wireCap) { wire = wireCap; }
    if (mechanicalPart < mechanicalPartCap) { mechanicalPart = mechanicalPartCap; }
    if (chemical < chemicalCap) { chemical = chemicalCap; }
    if (food < foodCap) { food = foodCap; }

    saveManager.SaveStartMainCallback();
}",0.00,0.00,11.00,0.80,,,,,,,,,,,,,,,,,,,
